Annotation ID,Candidate ID,Assembly ID,Working Document Slot,Proposed FRUS Number,Chapter Number,Chapter Title,Chapter Slot,Section Heading,Date,Title,Lane,Editorial Role,Assembly Function,Priority,Annotation Type,Promotion Recommendation,Narrative Question,Draft Headnote Or Annotation Task,Context To Establish,Policy Link To Explain,Implementation Link To Explain,Reaction Or Public Line Link To Explain,Boundary Or Exclusion Issue,Episode IDs,Episode Titles,Episode Draft Notes,Episode Promotion Tests,Cross References To Other Candidates,Authority Rows To Check,Authority Forms To Normalize,Source Note Dependency,Citation Fields Remaining,Source Copy QA Dependency,Duplicate Proof Dependency,FRUS Search URL,Catalog URL,Related Pull Sheets,Related Docket,Draft Annotation Stub,Draft Headnote Stub,Required Before Final Text,Next Drafting Action,Reviewer,Draft Date,Notes
ANN-026,DOC50-016,ASM-028,WDS-028,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S18,"Embassy, outpost, and field implementation reports","September 2, 1944",Suva telegram summarizing a Central Directive from OWI,OWI Overseas and VOA,State cable / implementation,Implementation or reaction document,High,Implementation annotation,Hold pending source-copy and duplicate proof,How did OWI guidance reach non-European outposts and Pacific/Asia-facing posts?,"Explain originating post or office, Washington policy link, local implementation, foreign reaction, and why the cable belongs in a public-diplomacy FRUS volume.","Identify originating post or office, Washington policy link, local implementation facts, enclosures, and any foreign reaction or host-government response.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-008,"Global outpost implementation in Africa, Pacific, New Zealand, and Thailand","EPI-008: Use as the coverage-balance episode for Pacific, Africa, and non-European implementation.","EPI-008: Promote only if records document actual implementation, distribution, or audience/public-affairs consequence.",DOC50-035; DOC50-033; DOC50-034; DOC50-009; DOC50-018,"",Office of War Information; Department of State; Foreign Service Posts; Voice of America if broadcast evidence appears,"NARA RG 59, Purport Lists and Cards, NAID 88176221, M973-607-0600. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",underlying Central Decimal File source copy; author/post and recipient; classification/routing stamps; enclosure status; final item image or page range; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Summary%20of%20Central%20Directive%20from%20OWI%22; https://history.state.gov/search?q=Suva%20telegram%20summarizing%20Central%20OWI%20State%201944; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Summary%20of%20Central%20Directive%20from%20OWI%22,https://catalog.archives.gov/id/88176221,PULL-001,DKT-001; DKT-005; DKT-008; DKT-002; DKT-006,"Draft implementation annotation for DOC50-016: explain why Suva telegram summarizing a Central Directive from OWI (September 2, 1944) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Suva telegram summarizing a Central Directive from OWI as implementation or reaction document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI guidance reach non-European outposts and Pacific/Asia-facing posts?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve underlying Central Decimal File source copy, then draft annotation and proposed headnote language for WDS-028.","","",""
ANN-027,DOC50-026,ASM-035,WDS-035,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S19,OWI long-range policy and broadcast guidance,"October 28, 1944",Long-Range Directive for Czechoslovakia,OWI Overseas and VOA,Policy guidance,Policy directive / guidance document,High,Policy headnote,Hold pending source-copy and duplicate proof,"How did OWI handle Eastern European, Polish, Czechoslovak, Soviet, and exile-audience information policy?","Explain issuing authority, target audience or theater, relationship to State/OWI policy, and downstream implementation or reaction records needed.","Identify issuing authority, intended audience or theater, policy themes, State or White House clearance, and downstream implementation records.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-004,"Eastern Europe, exile audiences, and Poland/Czechoslovakia guidance",EPI-004: Use as a thematic episode for occupied/exile audiences and public-line tensions near the war end.,EPI-004: Promote policy directives only after one State or post record shows why the theme mattered diplomatically.,DOC50-019; DOC50-025; DOC50-030; DOC50-037,"",Office of War Information; Department of State; Voice of America; Foreign Service Posts; War Department General and Special Staffs,"NARA RG 208, Record Set of Policy Directives, Long-Range Directive for Czechoslovakia-October 28, 1944, NAID 4732375. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",series and file-unit confirmation; box and folder; exact item image or page range; author and recipient where present; classification/routing stamps; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Long-Range%20Directive%20for%20Czechoslovakia%22; https://history.state.gov/search?q=Long-Range%20Czechoslovakia%20Office%20of%20War%20Information%20directive%201944; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Long-Range%20Directive%20for%20Czechoslovakia%22,https://catalog.archives.gov/id/4732375,PULL-003,DKT-001; DKT-005; DKT-008; DKT-004,"Draft policy headnote for DOC50-026: explain why Long-Range Directive for Czechoslovakia (October 28, 1944) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Long-Range Directive for Czechoslovakia as policy directive / guidance document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI handle Eastern European, Polish, Czechoslovak, Soviet, and exile-audience information policy?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve series and file-unit confirmation, then draft annotation and proposed headnote language for WDS-035.","","",""
ANN-028,DOC50-017,ASM-036,WDS-036,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S20,"Embassy, outpost, and field implementation reports","October 31, 1944",Las Palmas report on Legation activities for OWI and American programs broadcast in September,OWI Overseas and VOA,State cable / implementation,Implementation or reaction document,High,Implementation annotation,Hold pending source-copy and duplicate proof,"How did OWI and posts handle neutral-country sensitivities, Italy/Balkan messaging, and regional information strategy?","Explain originating post or office, Washington policy link, local implementation, foreign reaction, and why the cable belongs in a public-diplomacy FRUS volume.","Identify originating post or office, Washington policy link, local implementation facts, enclosures, and any foreign reaction or host-government response.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-006,"Neutral Europe, Italy, Balkan, and Iberian implementation",EPI-006: Use as a field-implementation episode for neutral Europe and Mediterranean/Balkan sensitivities.,"EPI-006: Promote cables that show diplomatic implementation, not routine forwarding of OWI material.",DOC50-027; DOC50-029; DOC50-034; DOC50-011; DOC50-014; DOC50-015; DOC50-038; DOC50-039; DOC50-040,"",Office of War Information; Department of State; Foreign Service Posts; War Department General and Special Staffs,"NARA RG 59, Purport Lists and Cards, NAID 88176221, M973-607-0700. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",underlying Central Decimal File source copy; author/post and recipient; classification/routing stamps; enclosure status; final item image or page range; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22American%20programs%20broadcast%22%20%22Las%20Palmas%22; https://history.state.gov/search?q=Palmas%20Legation%20activities%20American%20programs%20broadcast%20September%20OWI%20State%201944; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22American%20programs%20broadcast%22%20%22Las%20Palmas%22,https://catalog.archives.gov/id/88176221,PULL-001,DKT-001; DKT-005; DKT-008; DKT-002; DKT-006,"Draft implementation annotation for DOC50-017: explain why Las Palmas report on Legation activities for OWI and American programs broadcast in September (October 31, 1944) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Las Palmas report on Legation activities for OWI and American programs broadcast in September as implementation or reaction document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI and posts handle neutral-country sensitivities, Italy/Balkan messaging, and regional information strategy?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve underlying Central Decimal File source copy, then draft annotation and proposed headnote language for WDS-036.","","",""
ANN-029,DOC50-028,ASM-038,WDS-038,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S21,OWI long-range policy and broadcast guidance,"November 20, 1944",Netherlands Long Range Directive,OWI Overseas and VOA,Policy guidance,Policy directive / guidance document,Medium,Policy headnote,Hold pending source-copy and duplicate proof,"How did OWI long-range directives frame liberation, occupation, and peace aims for the Netherlands, France, Austria, and Poland?","Explain issuing authority, target audience or theater, relationship to State/OWI policy, and downstream implementation or reaction records needed.","Identify issuing authority, intended audience or theater, policy themes, State or White House clearance, and downstream implementation records.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-011,"Liberation, Netherlands, France, Austria, Poland, and peace-aims guidance",EPI-011: Use as the transition from wartime public diplomacy into liberation and immediate postwar information guidance.,EPI-011: Promote directives as chapter spine only when paired with implementation or public-line/reaction records.,DOC50-023; DOC50-024; DOC50-025,"",Office of War Information; Department of State; White House; Foreign Service Posts,"NARA RG 208, Record Set of Policy Directives, Extra Copies of Netherlands Long Range Directive-November 20, 1944, NAID 4732392. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",series and file-unit confirmation; box and folder; exact item image or page range; author and recipient where present; classification/routing stamps; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Netherlands%20Long%20Range%20Directive%22; https://history.state.gov/search?q=Netherlands%20Long%20Range%20Office%20of%20War%20Information%20directive%201944; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Netherlands%20Long%20Range%20Directive%22,https://catalog.archives.gov/id/4732392,PULL-003,DKT-001; DKT-005; DKT-008; DKT-004,"Draft policy headnote for DOC50-028: explain why Netherlands Long Range Directive (November 20, 1944) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Netherlands Long Range Directive as policy directive / guidance document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI long-range directives frame liberation, occupation, and peace aims for the Netherlands, France, Austria, and Poland?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve series and file-unit confirmation, then draft annotation and proposed headnote language for WDS-038.","","",""
ANN-030,DOC50-022,ASM-040,WDS-040,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S22,OWI long-range policy and broadcast guidance,"December 5, 1944",Long Range Directive for Germany,OWI Overseas and VOA,Policy guidance,Policy directive / guidance document,High,Policy headnote,Hold pending source-copy and duplicate proof,How did wartime information guidance become occupation-era information policy for Germany?,"Explain issuing authority, target audience or theater, relationship to State/OWI policy, and downstream implementation or reaction records needed.","Identify issuing authority, intended audience or theater, policy themes, State or White House clearance, and downstream implementation records.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-005,Germany occupation information policy and basic themes,"EPI-005: Use as a likely high-value end-of-war policy sequence, but hold final numbering until State/handoff evidence is attached.",EPI-005: Promote as chapter spine only when source copies show policy authority and a postwar/occupation handoff link.,DOC50-020; DOC50-021; DOC50-036,"",Office of War Information; Department of State; War Department General and Special Staffs; White House,"NARA RG 208, Record Set of Policy Directives, Extra Copies of Long Range Directive for Germany-December 5, 1944, NAID 4732381. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",series and file-unit confirmation; box and folder; exact item image or page range; author and recipient where present; classification/routing stamps; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Long%20Range%20Directive%20for%20Germany%22%20%221944%22; https://history.state.gov/search?q=Long%20Range%20Germany%20Office%20of%20War%20Information%20directive%201944; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Long%20Range%20Directive%20for%20Germany%22%20%221944%22,https://catalog.archives.gov/id/4732381,PULL-003,DKT-001; DKT-005; DKT-008; DKT-004,"Draft policy headnote for DOC50-022: explain why Long Range Directive for Germany (December 5, 1944) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Long Range Directive for Germany as policy directive / guidance document in OWI Overseas, VOA, Directives, and Outposts; answer: How did wartime information guidance become occupation-era information policy for Germany?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve series and file-unit confirmation, then draft annotation and proposed headnote language for WDS-040.","","",""
ANN-031,DOC50-018,ASM-041,WDS-041,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S23,"Embassy, outpost, and field implementation reports","December 6, 1944","New Zealand report on informational activities on behalf of OWI, September-October 1944",OWI Overseas and VOA,State cable / implementation,Implementation or reaction document,Medium,Implementation annotation,Hold pending source-copy and duplicate proof,How did OWI guidance reach non-European outposts and Pacific/Asia-facing posts?,"Explain originating post or office, Washington policy link, local implementation, foreign reaction, and why the cable belongs in a public-diplomacy FRUS volume.","Identify originating post or office, Washington policy link, local implementation facts, enclosures, and any foreign reaction or host-government response.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-008,"Global outpost implementation in Africa, Pacific, New Zealand, and Thailand","EPI-008: Use as the coverage-balance episode for Pacific, Africa, and non-European implementation.","EPI-008: Promote only if records document actual implementation, distribution, or audience/public-affairs consequence.",DOC50-035; DOC50-033; DOC50-034; DOC50-009; DOC50-016,"",Office of War Information; Department of State; Foreign Service Posts; Voice of America if broadcast evidence appears,"NARA RG 59, Purport Lists and Cards, NAID 88176221, M973-607-0750. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",underlying Central Decimal File source copy; author/post and recipient; classification/routing stamps; enclosure status; final item image or page range; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22informational%20activities%22%20%22Office%20of%20War%20Information%22%20%22New%20Zealand%22; https://history.state.gov/search?q=Zealand%20informational%20activities%20behalf%20September-October%201944%20OWI%20State%201944; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22informational%20activities%22%20%22Office%20of%20War%20Information%22%20%22New%20Zealand%22,https://catalog.archives.gov/id/88176221,PULL-001,DKT-001; DKT-005; DKT-008; DKT-002; DKT-006,"Draft implementation annotation for DOC50-018: explain why New Zealand report on informational activities on behalf of OWI, September-October 1944 (December 6, 1944) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce New Zealand report on informational activities on behalf of OWI, September-October 1944 as implementation or reaction document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI guidance reach non-European outposts and Pacific/Asia-facing posts?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve underlying Central Decimal File source copy, then draft annotation and proposed headnote language for WDS-041.","","",""
ANN-032,DOC50-027,ASM-042,WDS-042,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S24,OWI long-range policy and broadcast guidance,"December 6, 1944",Long-Range Guidance-Switzerland,OWI Overseas and VOA,Policy guidance,Policy directive / guidance document,High,Policy headnote,Hold pending source-copy and duplicate proof,"How did OWI and posts handle neutral-country sensitivities, Italy/Balkan messaging, and regional information strategy?","Explain issuing authority, target audience or theater, relationship to State/OWI policy, and downstream implementation or reaction records needed.","Identify issuing authority, intended audience or theater, policy themes, State or White House clearance, and downstream implementation records.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-006,"Neutral Europe, Italy, Balkan, and Iberian implementation",EPI-006: Use as a field-implementation episode for neutral Europe and Mediterranean/Balkan sensitivities.,"EPI-006: Promote cables that show diplomatic implementation, not routine forwarding of OWI material.",DOC50-029; DOC50-034; DOC50-011; DOC50-014; DOC50-015; DOC50-017; DOC50-038; DOC50-039; DOC50-040,"",Office of War Information; Department of State; Foreign Service Posts; War Department General and Special Staffs,"NARA RG 208, Record Set of Policy Directives, Long-Range Guidance-Switzerland-December 6, 1944, NAID 4732402. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",series and file-unit confirmation; box and folder; exact item image or page range; author and recipient where present; classification/routing stamps; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Long-Range%20Guidance-Switzerland%22; https://history.state.gov/search?q=Long-Range%20Guidance-Switzerland%20Office%20of%20War%20Information%20directive%201944; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Long-Range%20Guidance-Switzerland%22,https://catalog.archives.gov/id/4732402,PULL-003,DKT-001; DKT-005; DKT-008; DKT-004,"Draft policy headnote for DOC50-027: explain why Long-Range Guidance-Switzerland (December 6, 1944) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Long-Range Guidance-Switzerland as policy directive / guidance document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI and posts handle neutral-country sensitivities, Italy/Balkan messaging, and regional information strategy?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve series and file-unit confirmation, then draft annotation and proposed headnote language for WDS-042.","","",""
ANN-033,DOC50-037,ASM-043,WDS-043,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S25,Psychological-warfare and directive boundary checks,"January 12, 1945",Weekly Propaganda Directive Office of War Information Czechoslovakia,OWI Overseas and VOA,Boundary directive,Boundary or context document,Medium,Boundary/exclusion annotation,Boundary review before promotion,"How did OWI handle Eastern European, Polish, Czechoslovak, Soviet, and exile-audience information policy?","Explain why this boundary record is included, held, or excluded under public-diplomacy selection rules.","Explain the foreign-policy bridge that justifies inclusion, or record why the item remains boundary context or should be excluded.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Boundary review required,EPI-004,"Eastern Europe, exile audiences, and Poland/Czechoslovakia guidance",EPI-004: Use as a thematic episode for occupied/exile audiences and public-line tensions near the war end.,EPI-004: Promote policy directives only after one State or post record shows why the theme mattered diplomatically.,DOC50-019; DOC50-026; DOC50-025; DOC50-030,"",Office of War Information; Department of State; Voice of America; Foreign Service Posts; War Department General and Special Staffs,"NARA RG 165, Weekly Propaganda Directive Office of War Information Czechoslovakia January 12, 1945, NAID 2149191. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",series and file-unit confirmation; box and folder; exact item image or page range; author and recipient where present; classification/routing stamps; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Weekly%20Propaganda%20Directive%20Office%20of%20War%20Information%20Czechoslovakia%22; https://history.state.gov/search?q=Weekly%20Propaganda%20Czechoslovakia%20Office%20of%20War%20Information%20propaganda%20directive%201945; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Weekly%20Propaganda%20Directive%20Office%20of%20War%20Information%20Czechoslovakia%22,https://catalog.archives.gov/id/2149191,PULL-010,DKT-001; DKT-005; DKT-008; DKT-004,"Draft boundary/exclusion annotation for DOC50-037: explain why Weekly Propaganda Directive Office of War Information Czechoslovakia (January 12, 1945) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Weekly Propaganda Directive Office of War Information Czechoslovakia as boundary or context document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI handle Eastern European, Polish, Czechoslovak, Soviet, and exile-audience information policy?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve series and file-unit confirmation, then draft annotation and proposed headnote language for WDS-043.","","",""
ANN-034,DOC50-035,ASM-044,WDS-044,"",3,"OWI Overseas, VOA, Directives, and Outposts",CH3-S26,OWI long-range policy and broadcast guidance,"January 30, 1945",Long-Range Policy Directive for Thailand,OWI Overseas and VOA,Policy guidance,Policy directive / guidance document,Medium,Policy headnote,Hold pending source-copy and duplicate proof,How did OWI guidance reach non-European outposts and Pacific/Asia-facing posts?,"Explain issuing authority, target audience or theater, relationship to State/OWI policy, and downstream implementation or reaction records needed.","Identify issuing authority, intended audience or theater, policy themes, State or White House clearance, and downstream implementation records.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-008,"Global outpost implementation in Africa, Pacific, New Zealand, and Thailand","EPI-008: Use as the coverage-balance episode for Pacific, Africa, and non-European implementation.","EPI-008: Promote only if records document actual implementation, distribution, or audience/public-affairs consequence.",DOC50-033; DOC50-034; DOC50-009; DOC50-016; DOC50-018,"",Office of War Information; Department of State; Foreign Service Posts; Voice of America if broadcast evidence appears,"NARA RG 208, Record Set of Policy Directives, Long-Range Policy Directive for Thailand-January 30, 1945, NAID 4732400. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",series and file-unit confirmation; box and folder; exact item image or page range; author and recipient where present; classification/routing stamps; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Long-Range%20Policy%20Directive%20for%20Thailand%22; https://history.state.gov/search?q=Long-Range%20Policy%20Thailand%20Office%20of%20War%20Information%20directive%201945; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Long-Range%20Policy%20Directive%20for%20Thailand%22,https://catalog.archives.gov/id/4732400,PULL-003,DKT-001; DKT-005; DKT-008; DKT-004,"Draft policy headnote for DOC50-035: explain why Long-Range Policy Directive for Thailand (January 30, 1945) matters to OWI Overseas and VOA and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Long-Range Policy Directive for Thailand as policy directive / guidance document in OWI Overseas, VOA, Directives, and Outposts; answer: How did OWI guidance reach non-European outposts and Pacific/Asia-facing posts?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve series and file-unit confirmation, then draft annotation and proposed headnote language for WDS-044.","","",""
ANN-035,DOC50-048,ASM-002,WDS-002,"",4,Hemisphere Information and Cultural Exchange,CH4-S01,OIAA radio reaction and operating evidence,1942,Radio Reaction Reports,Hemisphere and Cultural Exchange,Reception / operations evidence,Reception / operations evidence,High,Implementation annotation,Itemize file unit before decision,Can OIAA radio operations and reaction reports supply the reception layer for hemispheric information policy?,Explain how reception or operations evidence corroborates a policy or implementation document.,"Identify the policy or program being measured, audience evidence, reporting method, limits of the data, and relation to State or OIAA decisions.",Connect this document to the episode policy/guidance record before final annotation.,Identify or confirm implementation/distribution evidence tied to this document.,"Identify reaction, reception, post-reporting, or public-line evidence if the episode requires it.",Not yet ruled,EPI-010,OIAA radio operations and reaction reports,EPI-010: Use as the reception and operations companion to the Latin America State-cable episode.,"EPI-010: Promote only item-level reports that prove audience reception, operational significance, or State/OIAA coordination.",DOC50-050; DOC50-049,"","Office of Inter-American Affairs; OIAA Department of Information, Radio Division; Department of State","NARA RG 229, Office of the Coordinator of Inter-American Affairs, Department of Information, Radio Division, Radio Reaction Reports, NAID 782735. Source copy, exact folder, item/page image, classification, and routing still to be verified before final FRUS source note.",series and file-unit confirmation; box and folder; exact item image or page range; author and recipient where present; classification/routing stamps; final duplicate ruling; selection rationale; evidence cross-reference,"all pages/images received and in order; reverse sides, enclosures, routing slips, and marginalia checked; legible enough for transcription; OCR/transcript status recorded; citation fields updated; duplicate proof attached; authority names checked; episode evidence role confirmed; promotion/hold/boundary/exclude recommendation ready","https://history.state.gov/search?q=%22Radio%20Reaction%20Reports%22%20%22Inter-American%22; https://history.state.gov/search?q=Radio%20Reaction%20Inter-American%20Affairs%20radio%201942; Save exact-search URL, exact result count, broad-search URL, broad result count, checked date, and final duplicate ruling before promotion.",https://history.state.gov/search?q=%22Radio%20Reaction%20Reports%22%20%22Inter-American%22,https://catalog.archives.gov/id/782735,PULL-007,DKT-001; DKT-005; DKT-008; DKT-003; DKT-006,"Draft implementation annotation for DOC50-048: explain why Radio Reaction Reports (1942) matters to Hemisphere and Cultural Exchange and tie it to source-copy proof, duplicate clearance, authority forms, and episode evidence.","If promoted, introduce Radio Reaction Reports as reception / operations evidence in Hemisphere Information and Cultural Exchange; answer: Can OIAA radio operations and reaction reports supply the reception layer for hemispheric information policy?",source-copy receipt QA; final source-note citation; duplicate ruling; selection decision; authority check; boundary ruling,"After receipt QA, resolve series and file-unit confirmation, then draft annotation and proposed headnote language for WDS-002.","","",""
